transaction_id,timestamp,recipient_name,recipient_upi,amount,amount_deviation,new_beneficiary,txn_count_last_10min,receiver_unique_senders_24h,receiver_txn_velocity,previous_fraud_reports,device_changed_recently,failed_auth_attempts,unusual_transaction_hour,destination_account_age_days,is_fraud
40a35bf9-dab0-4755-a1b4-0d81e828eb08,2026-06-18T01:34:35.843522,Rahul,rahul@demo,1079.23,3.268,0,2,55,0.6181,0,1,1,0,978,1
f598f2cb-4e9a-4e8c-b066-3b4d0339a0bc,2026-06-11T01:38:35.345948,Neha,neha@demo,593.28,1.4335,0,2,21,0.576,1,0,1,0,822,0
6ef75be2-72b6-4c3a-bd44-f97fe687f3f4,2026-07-22T17:33:35.119632,RewardDesk,rewarddesk@demo,1222.41,0.9445,0,2,9,0.2241,1,0,0,0,2117,0
9f008d08-51a9-4ea7-9e01-7d64da155f7f,2026-08-25T00:08:35.459919,Rahul,rahul@demo,1783.74,2.5055,0,3,18,0.2866,1,0,0,0,1017,0
8a2019b3-70a3-4758-b721-01dbcf54867b,2026-07-30T13:02:35.089547,QuickCash,quickcash@demo,3908.32,1.6426,0,2,1,0.5149,0,0,0,0,1207,0
e7106ea1-1975-4c50-8171-f9883219e86c,2026-06-07T23:37:35.579468,QuickCash,quickcash@demo,438.66,2.0672,0,3,5,0.7167,0,0,0,1,903,0
657ee2ef-b20f-4c84-a0cd-a29fc6970bd0,2026-07-27T22:59:34.949820,Neha,neha@demo,2270.28,0.2512,0,0,8,0.6641,0,0,2,0,704,0
44528b89-a19d-4e54-b36c-031f44f2aceb,2026-08-11T03:14:35.081662,RewardDesk,rewarddesk@demo,1516.55,2.1346,0,1,7,0.5249,0,0,0,0,86,0
24dd65d9-8591-4345-b781-d009c3ea48e0,2026-08-25T11:01:35.260005,QuickCash,quickcash@demo,4537.87,3.3783,0,4,32,0.5756,0,0,0,0,1228,0
2ed2f0e2-7eb9-402a-828b-e624b167d3d6,2026-09-11T02:16:35.446340,QuickCash,quickcash@demo,4884.92,2.9863,0,1,10,0.4499,0,1,0,0,2340,0
a3ac6bbd-78ce-4b64-b2b1-3e5e94e0a96a,2026-07-14T15:06:35.509076,QuickCash,quickcash@demo,193.18,2.2001,0,1,8,0.4992,0,0,3,0,1901,0
37bd3902-54bc-49c7-888e-b21d01b76426,2026-07-23T19:27:35.788601,Neha,neha@demo,1424.59,3.2501,0,2,12,0.1014,0,0,2,0,451,0
e0fa3edf-c577-446e-891d-ebd6be8ae280,2026-05-29T08:52:35.022943,Rahul,rahul@demo,887.79,2.8391,0,1,11,0.5919,0,0,0,0,1286,0
8e60b483-e58e-4194-87c6-da7854322f9d,2026-07-07T15:02:35.156289,Rahul,rahul@demo,594.4,1.0863,0,0,2,0.5832,0,1,0,1,533,0
8ce03f03-ec07-484a-a8b6-2b5ccff9fcc3,2026-05-27T20:35:35.200138,QuickCash,quickcash@demo,1971.96,3.1861,0,1,12,0.1615,0,0,0,0,516,0
2c3d33fa-82f1-4f16-8e90-d8a3d35cf5d6,2026-06-16T14:24:35.569613,RewardDesk,rewarddesk@demo,5679.41,2.5515,0,2,29,0.4351,1,0,0,1,1542,0
abdb85bc-9131-4fbb-ae7c-17f9cf0b0098,2026-09-02T10:52:35.694568,RewardDesk,rewarddesk@demo,775.25,0.8747,0,1,27,0.7471,0,0,0,0,1822,0
6c5e5451-1325-430d-a988-620c953d9a47,2026-06-24T09:36:35.565884,Rahul,rahul@demo,451.4,3.2019,1,2,13,0.4666,0,0,0,1,21,0
4680bd83-c26c-4a80-8226-718bbfa5edd8,2026-08-23T00:18:34.999983,QuickCash,quickcash@demo,3810.73,2.5616,1,2,12,0.5881,0,0,0,0,1622,0
e86556e6-267b-4f2e-8bf5-1a1a5f1e2927,2026-05-27T13:46:35.067165,QuickCash,quickcash@demo,589.24,1.9263,1,4,30,0.5224,0,0,0,0,616,0
cea6ed46-b0c5-4fdb-b99b-73c2c2028aa1,2026-07-31T23:00:35.944069,Rahul,rahul@demo,3030.97,4.506,1,2,26,0.678,0,0,0,0,542,1
dd11d583-aa03-4732-80c0-3e29cfe862ce,2026-05-23T18:29:35.386625,Rahul,rahul@demo,801.84,0.6978,0,0,23,0.3481,0,0,2,1,1904,0
aadc92e3-b8fb-43b4-b245-e0b5a3fdc5db,2026-09-04T05:05:35.662822,Neha,neha@demo,624.87,2.1827,0,2,19,0.509,0,0,3,0,28,0
ab7335be-cd11-4f7b-a1d4-0637d2ed1763,2026-07-01T06:53:35.335507,QuickCash,quickcash@demo,1190.22,1.315,0,1,30,0.0824,0,0,1,0,2174,0
b1f6df55-ab06-4ab5-912e-18b875916e4d,2026-06-28T00:10:35.730528,Rahul,rahul@demo,1682.85,0.8128,0,4,2,0.3721,0,0,0,0,2086,0
5a29f968-f0fe-4d58-b361-c2f491135599,2026-06-03T00:56:35.268458,Neha,neha@demo,1601.82,3.0099,0,3,27,0.6384,0,0,0,0,2373,0
9da2f11a-e9c1-4cf6-9112-e8335b1c69d9,2026-07-23T14:17:35.860548,RewardDesk,rewarddesk@demo,8442.05,1.3648,1,3,31,0.1917,1,0,2,0,919,0
a722b1bb-9e90-47b7-8a57-e032b59e7168,2026-06-08T06:25:35.959953,Rahul,rahul@demo,1502.66,1.7434,0,4,26,0.4047,0,0,0,1,1485,0
a49824cc-ab26-45f8-8051-c8e2571324bf,2026-08-21T02:22:34.948563,Rahul,rahul@demo,647.41,2.1484,0,2,21,0.2628,0,0,1,1,1554,0
f648b7d8-be2f-499e-8fba-304936a74b7d,2026-07-18T05:34:35.783869,Rahul,rahul@demo,2081.94,2.3851,0,2,33,0.6303,0,0,0,1,824,0
bd5d6d12-4859-4d40-8e61-e9e125f10c45,2026-07-01T14:26:34.966695,RewardDesk,rewarddesk@demo,732.04,2.0529,0,1,26,0.4766,0,0,0,0,1261,0
51026e7f-6a5e-484a-abeb-aebd21a7d319,2026-08-28T17:59:35.258376,Rahul,rahul@demo,3039.12,2.0943,1,4,11,0.1607,2,0,1,0,1646,0
bf418aed-64a7-433c-91fa-64c4bcc9498c,2026-06-27T10:47:35.888183,RewardDesk,rewarddesk@demo,3518.43,2.4256,1,0,4,0.3042,0,0,1,1,351,0
81dff5ae-1534-464a-9bb5-a006aeb79994,2026-09-01T14:23:35.050674,RewardDesk,rewarddesk@demo,6550.66,0.6447,0,0,26,0.2594,0,1,0,0,1369,0
7b5c6231-b7d2-45e6-b44d-f911817e63b7,2026-06-23T22:34:35.158716,Neha,neha@demo,6477.31,2.2066,1,1,22,0.6467,1,1,0,0,1943,0
4bcffd00-5d9a-43bb-9b84-ac7d99052e86,2026-08-30T21:55:35.931667,Neha,neha@demo,2163.03,3.0297,1,0,53,0.4881,0,0,1,0,148,0
5cff48c1-fba0-43ab-af9d-b870e948ecd8,2026-08-15T20:20:35.761602,Rahul,rahul@demo,1017.22,2.3161,0,1,2,0.1382,0,0,0,0,2374,0
d537a1ab-0cc4-4b59-9f72-b834f20e7119,2026-05-28T05:13:35.166720,QuickCash,quickcash@demo,2292.32,3.3447,0,1,11,0.37,0,0,0,0,1837,0
5d460d03-55e4-4565-9bee-8c7aea1e8e90,2026-06-15T17:28:35.775889,Rahul,rahul@demo,180.04,1.3252,1,0,11,0.5996,0,0,0,0,1783,0
19a5fed3-3786-42c6-bc81-c1a0dfd61323,2026-08-17T08:49:35.708867,QuickCash,quickcash@demo,1350.81,4.02,0,6,15,0.5396,1,0,0,0,139,1
dc20fc24-c1a3-4df7-9e5b-702dfcb47007,2026-09-05T15:45:35.982132,Neha,neha@demo,235.4,1.6041,0,2,47,0.0592,0,1,0,0,1608,0
074fc585-d30f-4968-a7e7-9fe5e48f92c2,2026-08-08T09:50:35.956581,Neha,neha@demo,2271.42,2.2866,0,1,18,0.1507,0,0,2,0,1614,0
0028edc7-62f3-4433-94e1-4ad4c7ab5163,2026-09-10T09:44:35.170079,RewardDesk,rewarddesk@demo,1513.55,1.3283,1,2,9,0.2034,0,0,0,0,1648,0
72a1b831-6fa1-4a61-80f9-247ed5d7fb32,2026-07-09T15:36:34.955502,Rahul,rahul@demo,1458.0,2.0625,1,3,16,0.3148,0,0,0,0,1005,0
ed016afb-a8a0-4103-8ca3-a9583f2c9805,2026-09-08T00:27:35.810116,RewardDesk,rewarddesk@demo,645.29,1.8416,0,6,32,0.3462,0,1,0,1,1342,0
883b7cfa-7232-422b-8fb9-72892721da91,2026-08-11T17:43:35.766077,QuickCash,quickcash@demo,1612.39,2.9302,0,1,9,0.2062,0,1,1,0,1805,0
309e98be-0d1c-489b-8cd6-33f0b403f546,2026-07-31T02:48:35.462911,Rahul,rahul@demo,2408.29,1.5282,0,4,30,0.0962,0,0,1,0,1116,0
eebfccc5-4c50-448f-a0c8-760177dbd77c,2026-08-22T08:56:35.014046,QuickCash,quickcash@demo,992.94,2.3456,1,2,29,0.2299,0,0,0,0,2444,0
5359f03d-383e-4f0b-bc3a-a14dd6a62eea,2026-08-20T03:43:35.470178,RewardDesk,rewarddesk@demo,697.95,0.3883,0,1,17,0.5033,0,0,0,0,2191,0
4fefca7e-d9e9-4fb7-af9d-50de31676be3,2026-06-15T17:22:35.232407,QuickCash,quickcash@demo,1755.16,1.0582,1,1,11,0.4822,0,1,0,0,973,0
f4c8ba39-97fd-4a56-a701-e0f5ffbc541f,2026-07-29T07:46:35.540699,Rahul,rahul@demo,2922.48,2.1351,1,3,30,0.1526,2,0,0,0,2293,0
1c36c512-de75-458e-be6d-fa8db2c8f055,2026-07-22T09:12:35.619399,RewardDesk,rewarddesk@demo,307.05,0.3064,0,1,25,0.1694,0,1,0,0,187,0
cbcacc2f-907b-49ec-b84a-5a58b4c13e8f,2026-05-16T15:31:35.783184,Neha,neha@demo,2637.74,0.3568,0,2,29,0.6988,0,0,0,0,18,0
273dc2d6-0bb7-4eb8-8b48-ef23882ad98e,2026-06-13T00:31:35.484944,RewardDesk,rewarddesk@demo,2310.45,3.4963,0,1,13,0.6498,0,0,0,0,1279,0
51c90b85-d0dc-4af0-8f86-b59fe29ed864,2026-05-31T07:12:35.704013,RewardDesk,rewarddesk@demo,1956.76,3.3837,1,1,26,0.2772,0,0,2,0,2110,0
5e4a4d8a-b84c-4df8-bb40-0148844a1160,2026-08-25T11:13:35.704654,Rahul,rahul@demo,571.74,1.9929,0,2,18,0.2575,0,0,1,0,529,1
10c639ec-1b7e-402d-b50b-1ab968735bb3,2026-06-02T16:06:35.895448,Neha,neha@demo,1188.34,1.3468,0,4,21,0.4166,0,1,1,0,707,0
4cbc7177-9625-49b1-9f56-ea87c6126229,2026-06-25T22:29:35.467539,Rahul,rahul@demo,1317.91,1.6791,0,3,5,0.1125,0,0,0,0,660,0
b163ffa4-7203-4f6a-959d-f0d0192426b7,2026-09-09T14:35:35.196361,Rahul,rahul@demo,1330.89,3.0996,0,1,1,0.1134,0,0,0,0,924,0
f6169bd6-8ad2-47f5-966e-73a850c7f283,2026-06-27T18:14:35.326241,Rahul,rahul@demo,7078.83,2.055,1,0,25,0.6148,0,1,0,0,251,0
d69139bf-b4bd-4c16-9ff2-ed2741898756,2026-08-05T21:38:35.112332,Rahul,rahul@demo,1236.34,3.2498,0,3,24,0.3846,0,0,0,0,919,0
4a1e5a9d-0803-42fa-91c4-cb0951bb1941,2026-07-31T19:43:35.112457,QuickCash,quickcash@demo,1040.44,3.2654,0,5,1,0.7489,0,1,1,0,2109,0
22ff930f-4982-48fd-80a5-2a663755a087,2026-08-22T13:32:35.978012,Neha,neha@demo,1043.72,3.2629,0,5,43,0.4514,2,0,0,0,293,1
2096046f-9144-41c7-8309-f0415c47b7ec,2026-07-04T23:15:35.156973,QuickCash,quickcash@demo,949.25,1.9157,1,0,22,0.7257,0,1,0,0,1766,0
5af4567f-ed82-4644-9a7f-eb223e2789d0,2026-08-06T01:25:35.262827,QuickCash,quickcash@demo,911.93,1.9661,0,1,8,0.1561,0,0,0,0,998,0
9b56c738-b9f5-4268-b9c0-5ca5688114cd,2026-08-24T03:22:35.150530,QuickCash,quickcash@demo,1652.84,2.9715,1,1,17,0.6681,0,0,2,0,1573,0
33a12a58-543d-452f-8972-942a423515bc,2026-06-22T20:20:35.193055,Neha,neha@demo,1394.35,0.5067,1,2,31,0.175,0,0,0,1,1706,0
f51a7131-439e-46ef-b88f-1d4a339fabcc,2026-07-09T23:04:35.672235,QuickCash,quickcash@demo,1891.18,0.5653,0,1,20,0.0992,0,0,0,1,1439,0
30e53ebd-1770-4ce7-a52c-e2044c9e37e1,2026-05-21T03:49:35.141754,RewardDesk,rewarddesk@demo,3099.88,0.5037,0,0,8,0.391,0,0,1,1,12,0
cd4b4c95-cdd6-4efd-bad0-2bfedda524ae,2026-06-10T01:36:35.299303,Rahul,rahul@demo,1237.22,1.7974,0,0,7,0.1936,0,0,0,0,300,0
fe8dd079-78d2-4c8e-88b2-1fe0c13f6bf1,2026-07-08T18:14:35.881154,Rahul,rahul@demo,523.35,3.453,0,1,31,0.4234,1,1,0,0,235,0
1a5e7758-da15-475f-83c9-6b7cbaeb8a89,2026-06-21T16:20:35.832176,Rahul,rahul@demo,968.65,0.7515,0,2,20,0.1909,0,0,0,0,850,0
11e09379-0786-4079-b31d-0ee71c580235,2026-07-21T19:17:35.784029,Rahul,rahul@demo,4810.2,2.09,0,2,11,0.0525,0,0,0,0,2003,0
a21a9c10-6e8c-4456-8e3b-4f18dbfb6798,2026-07-08T06:46:35.435132,Rahul,rahul@demo,6688.26,0.3097,0,2,14,0.3735,0,1,0,0,455,0
cfca176d-bd7b-4411-9186-1ed3bd7ec944,2026-08-21T12:16:35.924562,QuickCash,quickcash@demo,1131.36,2.5951,0,4,32,0.1703,0,1,0,1,1321,0
1f6eb873-c1ba-4171-848e-ac332ca3f874,2026-06-19T03:41:35.481632,Neha,neha@demo,558.57,2.4776,0,4,3,0.248,0,0,1,1,1988,0
88dd19b5-0f2e-4834-905e-20fba05e6487,2026-05-28T16:31:35.185601,RewardDesk,rewarddesk@demo,4832.94,2.7376,0,2,4,0.3388,0,0,1,1,1075,0
6f571c8f-eda0-477d-95b9-67b76cecc54b,2026-09-01T09:03:35.784793,QuickCash,quickcash@demo,2977.63,2.8498,0,0,55,0.7485,0,0,0,0,110,0
ed84d0c3-492f-4b20-ae96-403297212857,2026-09-05T21:42:35.403183,Neha,neha@demo,1341.18,0.4384,1,3,14,0.1223,0,0,0,1,2138,0
a44894ea-50ee-4b71-b3bd-0ca44cfef32a,2026-07-28T01:32:35.968449,Rahul,rahul@demo,4466.21,2.6891,1,0,34,0.2601,2,0,0,0,1063,0
fc98e8c5-3938-446c-bc40-505cb417f173,2026-08-09T01:23:35.145141,Rahul,rahul@demo,5064.36,0.9799,0,0,34,0.1895,0,0,1,0,104,0
be98889f-8482-4a74-b603-02b9af32142e,2026-09-02T09:27:35.234716,Rahul,rahul@demo,3516.81,2.9238,1,2,33,0.1241,0,0,2,0,2100,0
b1d47c50-448d-454b-8c43-db62df33019a,2026-07-20T05:11:35.667188,RewardDesk,rewarddesk@demo,661.48,0.5194,0,1,31,0.4437,0,1,0,0,1797,0
6e4bebe8-6768-46df-aeed-39819f3a95bb,2026-05-27T19:25:35.153491,Rahul,rahul@demo,547.66,1.7778,0,1,12,0.1585,1,1,2,0,415,0
575a73a2-1c8c-4189-96d6-285314a6c64b,2026-06-04T02:24:35.057123,RewardDesk,rewarddesk@demo,454.15,2.8431,0,2,20,0.66,0,1,1,0,685,0
2e9e9765-bff9-4da7-9618-b3e7bc277d84,2026-08-03T02:03:35.956375,QuickCash,quickcash@demo,1111.67,0.861,0,1,31,0.6019,0,0,0,0,1965,0
094d6537-a135-42c8-abb3-20930850b585,2026-08-14T18:03:35.668353,Neha,neha@demo,1411.07,1.9257,0,3,11,0.4059,1,0,0,0,2089,0
a197b270-7e87-466e-aeca-a57b6e1f1a40,2026-08-20T15:05:35.120094,Neha,neha@demo,3625.6,3.1682,0,2,34,0.5351,0,0,0,0,809,0
62050e77-30df-415b-a4ce-a7af24d06c62,2026-06-09T04:23:35.920654,Neha,neha@demo,643.95,1.0497,0,1,26,0.7245,0,0,1,0,1292,0
ec82f0fb-338a-4087-9efa-b74af1976c57,2026-06-25T18:43:35.840204,Rahul,rahul@demo,4585.98,2.3614,0,2,15,0.5727,0,1,1,0,852,0
18e30671-3e16-4fc1-a57d-84f75551b633,2026-06-03T04:44:35.480079,RewardDesk,rewarddesk@demo,535.77,2.4734,1,5,57,0.1631,0,0,0,0,322,1
2534d34a-b9e1-4472-b21d-dbfdfacdf68c,2026-07-09T14:12:35.229225,QuickCash,quickcash@demo,3452.31,1.9038,0,0,24,0.2069,0,0,2,0,782,0
cb8cd3e3-4a7d-48ae-8b2f-b3eaec303685,2026-09-06T09:16:35.117950,RewardDesk,rewarddesk@demo,3438.68,1.9769,0,2,1,0.319,0,0,0,1,624,0
1cca5143-3ea3-484b-8c7f-11fa85bb6008,2026-08-29T22:52:35.226846,Rahul,rahul@demo,1043.79,1.7379,0,1,13,0.501,0,1,1,0,1802,0
28431b71-0f20-424b-910f-27d71aaef508,2026-07-27T14:26:35.902825,QuickCash,quickcash@demo,7932.85,1.7924,1,4,73,0.6945,1,1,2,1,83,1
e6d7114c-b8bf-4e4d-a897-3e817dd5596d,2026-06-11T00:05:35.317084,RewardDesk,rewarddesk@demo,3222.45,1.1336,0,0,29,0.7277,0,0,1,0,124,0
3341b431-effd-4d21-90f9-4f998893396c,2026-06-11T11:08:35.076003,Rahul,rahul@demo,1614.87,3.0503,0,0,22,0.6487,0,0,0,0,1101,0
1c5e8f2b-9021-4668-bb7a-c61df2080f31,2026-08-17T09:30:35.961319,Neha,neha@demo,6498.36,0.7155,0,2,14,0.1017,1,0,2,0,360,0
e4b1decd-d54e-4d9e-8388-36f03fc1d9f2,2026-09-11T11:37:35.223332,Rahul,rahul@demo,1626.55,1.4118,1,2,47,0.4755,1,0,1,1,1622,0
cfe5c9df-662e-4765-b644-7db05c16a70b,2026-08-14T17:12:35.618325,QuickCash,quickcash@demo,2974.76,4.8364,0,2,31,0.7316,2,0,3,1,2280,1
733d567c-bed6-47c6-b588-50a7dbb0bbe2,2026-06-02T06:22:35.334663,Neha,neha@demo,280.45,2.6175,0,3,5,0.5582,0,0,0,0,1024,0
55e7c125-a858-4a60-8cf5-ffe7a044dd4f,2026-09-08T02:17:35.839370,RewardDesk,rewarddesk@demo,10600.6,1.5369,0,2,34,0.6573,0,1,1,0,1650,0
1e9a6ae1-2e86-47c6-8d78-66cfea78ebb7,2026-06-02T08:53:35.906434,Rahul,rahul@demo,4185.98,2.0467,0,0,23,0.0858,0,0,0,0,506,0
17e1e7bb-746f-4654-a347-438ea7449d74,2026-06-21T08:07:35.230814,RewardDesk,rewarddesk@demo,8852.95,0.2403,1,3,26,0.3364,2,0,0,0,1816,0
2eb04d7c-486a-4813-b23f-447b55e0708f,2026-07-30T13:28:35.950086,Rahul,rahul@demo,9803.54,1.3377,1,3,16,0.4022,0,0,2,1,974,1
063f32fd-773a-4ed2-a6f4-0d90aab21447,2026-08-20T05:53:35.896463,Neha,neha@demo,1417.88,3.1874,0,2,6,0.1308,0,0,2,0,733,0
2d56486a-69a9-4253-b1dd-dc41ec62aa9e,2026-08-04T06:03:35.541656,Rahul,rahul@demo,21518.14,1.1529,0,4,15,0.6101,0,1,2,0,1745,0
aa0770c9-b666-40f0-a179-40d643b68d5c,2026-07-25T11:35:35.942669,RewardDesk,rewarddesk@demo,1937.98,3.3883,0,2,14,0.096,1,0,1,0,2482,0
a23549dc-387d-4149-b456-c31d7d3182cb,2026-05-29T16:48:35.284091,QuickCash,quickcash@demo,2548.97,2.6252,0,3,17,0.1756,0,0,0,0,1834,0
457cad4b-3d76-4550-ab02-138010279e61,2026-08-07T06:15:35.588157,RewardDesk,rewarddesk@demo,1752.19,1.6817,0,0,14,0.3649,0,0,0,0,1395,0
1e022d78-e440-4f31-8fd5-3f992492641d,2026-09-04T03:00:35.512989,RewardDesk,rewarddesk@demo,4780.62,0.4228,0,1,30,0.555,1,0,0,0,1057,0
0b2ab4f7-f09b-4160-a0d0-d65f9fca410d,2026-07-25T15:51:35.059847,Rahul,rahul@demo,1270.12,0.6698,0,1,13,0.6184,0,0,0,0,938,0
fa13cce9-9146-4374-8a11-d365687bf7b6,2026-08-09T08:13:35.068082,Neha,neha@demo,7508.78,2.5824,0,2,13,0.1442,0,0,1,0,2160,0
48a04f94-623d-43d1-a063-af4c812213c0,2026-06-30T04:26:35.554111,Rahul,rahul@demo,3137.8,3.2461,1,2,20,0.0578,2,1,0,1,349,1
599e74dd-24a4-47cb-b676-a25178b23707,2026-06-21T07:54:35.550219,Rahul,rahul@demo,1677.8,1.7836,0,0,1,0.7177,0,0,0,0,734,0
af41be13-3956-404a-b29d-6491910ec50f,2026-05-30T11:47:35.052876,QuickCash,quickcash@demo,704.79,3.0014,1,1,34,0.4224,0,0,0,0,1986,0
4cb639e6-0434-4e65-9ee2-81484583042a,2026-05-26T23:54:35.610057,QuickCash,quickcash@demo,2805.94,2.0753,0,3,10,0.7323,0,1,0,0,2188,0
de35b88b-8b22-4684-ae02-b5a3a42d3008,2026-09-01T07:47:35.217070,Neha,neha@demo,410.79,1.7437,0,0,3,0.3433,0,0,1,1,1631,0
c3d9a3df-76ea-48df-b524-ee14d394a838,2026-08-03T17:47:35.193911,QuickCash,quickcash@demo,243.6,2.1899,1,0,19,0.7376,0,0,1,0,1773,0
c4447d45-0275-4c76-88dd-328daba58d22,2026-07-31T16:32:35.019934,RewardDesk,rewarddesk@demo,1151.02,2.6673,1,6,44,0.4903,0,1,0,1,344,1
945ab578-e436-41c9-a0d4-0d36e26044b4,2026-07-31T07:55:35.152572,Rahul,rahul@demo,1869.16,3.0963,0,3,25,0.6516,0,0,0,0,66,0
50413417-03ef-4f2e-abdb-6969d966c9e0,2026-09-03T13:04:35.146888,Rahul,rahul@demo,2030.82,3.6922,0,5,81,0.7281,0,1,2,1,736,1
47f060c0-d8fb-4b7f-95e0-e766ffd661ac,2026-05-16T01:32:35.368278,QuickCash,quickcash@demo,2959.13,2.9599,0,1,8,0.0954,0,1,0,0,2426,0
080caa95-eee1-4dae-b8d3-d1b0e7676991,2026-09-05T17:00:35.930874,Rahul,rahul@demo,698.12,1.4458,0,5,22,0.7286,0,0,0,0,1231,0
14001d39-5745-437c-9c21-6b28c97631b8,2026-06-27T07:21:35.373422,RewardDesk,rewarddesk@demo,787.09,2.2626,1,2,5,0.8298,1,0,0,0,2362,1
59b51597-4ea7-4577-b70e-f6663cd4f523,2026-05-22T00:10:35.819802,Neha,neha@demo,795.48,1.201,0,0,22,0.1062,0,0,0,0,1757,0
026af2bb-eb9c-4ad7-a687-59e905ec9351,2026-09-08T20:50:35.352542,QuickCash,quickcash@demo,2498.67,2.564,0,1,30,0.3075,0,0,0,0,1378,0
c06fca4e-8a33-4642-b623-6a20408b1665,2026-07-25T01:35:35.122673,RewardDesk,rewarddesk@demo,10040.06,2.0887,0,2,26,0.5499,0,0,0,0,247,0
5451f1d1-ebc6-4f57-98d3-3a2eacb8949e,2026-06-20T18:49:35.971383,Neha,neha@demo,799.46,2.8425,0,3,3,0.4021,0,0,2,0,2488,0
41b21584-d5ad-4233-b681-40c2828b9730,2026-07-31T07:25:34.958241,RewardDesk,rewarddesk@demo,556.88,2.2825,0,7,29,0.4325,0,0,0,0,568,0
414fc755-0a44-49b7-843a-aa13da552e75,2026-07-23T10:09:35.835859,Rahul,rahul@demo,426.99,1.3578,0,0,35,0.5745,0,1,3,0,141,0
072ea00d-bdca-4b0d-85ac-ce01b66ff331,2026-07-11T08:47:35.388908,Rahul,rahul@demo,884.42,1.4905,1,5,1,0.6251,0,0,0,0,2294,0
0b5172c9-ee1b-4461-be12-8b6a544db65e,2026-05-24T02:25:35.916460,QuickCash,quickcash@demo,5488.83,3.4908,0,3,10,0.1504,0,0,0,0,131,0
8d22c865-2d8a-4ef6-965c-1a5a036ffc7f,2026-07-30T19:09:35.431154,QuickCash,quickcash@demo,1497.72,1.8258,0,4,22,0.3934,2,0,0,0,124,0
c5d2360b-183c-4bb5-9c33-11c44532d402,2026-08-25T23:18:34.944256,RewardDesk,rewarddesk@demo,2680.28,2.2396,0,1,29,0.4867,0,0,0,1,1617,0
