transaction_id,timestamp,recipient_name,recipient_upi,amount,amount_deviation,new_beneficiary,txn_count_last_10min,receiver_unique_senders_24h,receiver_txn_velocity,previous_fraud_reports,device_changed_recently,failed_auth_attempts,unusual_transaction_hour,destination_account_age_days,is_fraud,fraud_pattern,receiver_outflow_ratio
cfd25038-0bc5-4e03-abc4-debd6b4d5667,2026-09-11T18:34:01.647539,Neha,neha@demo,320.9,0.2592,0,1,4,0.3025,0,0,1,0,2494,0,genuine,
4ab08d68-209b-401d-b4a5-071ad8bb59f0,2026-09-11T04:53:01.739927,RewardDesk,rewarddesk@demo,2695.27,0.4295,0,3,1,0.1281,0,0,0,0,1737,0,genuine,
fdb8a569-dbf8-4057-815a-37dec792870c,2026-09-10T10:41:01.615805,RewardDesk,rewarddesk@demo,1396.08,1.3449,0,1,18,0.4958,0,0,0,0,2430,0,genuine,
ba35d122-4cd7-403d-aba3-7fd963612a20,2026-09-10T10:14:01.596775,RewardDesk,rewarddesk@demo,1133.49,0.8042,1,1,19,0.3491,0,0,0,0,1617,1,new_mule_fraud,0.911
82abd974-2687-4e32-9f80-dfa3ec68cae2,2026-09-10T03:49:01.729676,Neha,neha@demo,1056.22,1.9223,0,2,3,0.496,0,0,0,0,223,0,genuine,
4473cd13-706f-43f5-8ec1-baa05ecb545b,2026-09-10T06:36:01.571327,Neha,neha@demo,626.86,0.6953,0,0,5,0.2886,0,0,0,0,1728,0,genuine,
f71cf84b-445c-4819-b925-6f697c5270e9,2026-09-12T02:25:01.527316,Neha,neha@demo,2203.3,2.1677,1,0,19,0.325,0,0,0,0,1033,0,genuine,
e8d0411b-e182-45ab-86eb-919ffe33842b,2026-09-11T15:01:01.613913,Neha,neha@demo,1654.42,1.5822,1,3,18,0.524,0,1,0,0,372,0,genuine,
d866aa5c-436b-4e3c-abbe-ba217dd0c286,2026-09-10T01:24:01.665570,Rahul,rahul@demo,3144.62,1.1089,1,0,2,0.2756,0,0,0,1,886,0,genuine,
b209a6a5-0159-4aeb-bea7-090def326d26,2026-09-11T12:17:01.619082,Neha,neha@demo,995.61,0.5214,0,1,4,0.2544,0,0,1,0,625,0,genuine,
657fd7a1-3f91-4071-b00f-896411e86f02,2026-09-11T23:43:01.611890,RewardDesk,rewarddesk@demo,1080.77,2.0426,0,1,21,0.2187,0,0,0,0,732,0,genuine,
56e82f2a-f252-4ee3-b7fb-6d773143903b,2026-09-09T14:53:01.699937,RewardDesk,rewarddesk@demo,402.98,1.4971,1,1,12,0.1935,0,1,0,0,1705,0,genuine,
5a5bb7bb-df79-4095-9b20-816a98a32b5a,2026-09-10T08:08:01.530612,QuickCash,quickcash@demo,1466.85,0.6214,0,2,22,0.3959,0,0,1,1,727,0,genuine,
28efc449-febd-41b8-afd0-c3e4f06e1acd,2026-09-12T12:26:01.693231,Neha,neha@demo,4763.01,1.532,0,0,7,0.355,1,0,0,1,586,0,genuine,
e5fec653-7f78-4154-920f-bbf81304e3d3,2026-09-10T05:43:01.530278,Neha,neha@demo,43957.63,5.1457,1,3,60,0.9413,4,0,1,0,12,1,old_fraud,
e1734a05-a4d2-4149-bdbf-dd160c617a33,2026-09-09T23:18:01.686609,Neha,neha@demo,3385.03,0.2101,0,1,9,0.3982,0,0,0,1,1065,0,genuine,
1de99ce4-1ad7-4ed1-910a-252eb69851c0,2026-09-11T15:50:01.766498,Rahul,rahul@demo,2318.47,0.6081,0,1,23,0.1649,0,0,0,1,1518,0,genuine,
2c813154-1c30-45ce-9325-3ceacb5b8d9a,2026-09-11T19:01:01.672971,Rahul,rahul@demo,7204.74,1.3515,0,2,7,0.3167,0,0,0,0,314,0,genuine,
4087cce3-c621-4877-8ac0-e4b05e83345b,2026-09-09T16:00:01.639008,Rahul,rahul@demo,2149.97,1.2404,0,1,20,0.3493,0,0,0,0,1390,0,genuine,
0fa03b76-2794-4c4c-963e-560f074f540c,2026-09-09T13:22:01.690733,Neha,neha@demo,711.2,1.0115,0,0,24,0.0837,0,0,0,0,1234,0,genuine,
7b94ae87-bea4-43be-a7fe-188e4c57a3a1,2026-09-11T07:50:01.710195,QuickCash,quickcash@demo,506.4,0.6013,0,1,6,0.3957,0,0,0,0,1065,0,genuine,
adb18789-f9cd-4f7b-831d-de406245a2f5,2026-09-10T21:19:01.608749,Neha,neha@demo,282.41,0.6301,0,2,8,0.2885,0,0,0,1,1376,0,genuine,
271bca1c-f637-4806-8b08-3c3706693d4d,2026-09-11T05:07:01.541509,Neha,neha@demo,939.71,1.4266,0,1,24,0.4484,0,0,0,0,2327,0,genuine,
177729bf-7202-402d-a156-2886a2c2d0eb,2026-09-11T08:35:01.668432,Rahul,rahul@demo,1394.14,0.762,0,0,19,0.247,1,0,1,0,2279,0,genuine,
664a1bbc-f6f7-4d52-8bb7-b88802fc2486,2026-09-10T19:10:01.688808,Rahul,rahul@demo,1654.34,1.1462,0,1,2,0.2478,1,0,0,0,1639,0,genuine,
59118087-2f70-4c51-bdd2-8ac5509c8aab,2026-09-12T12:02:01.782034,Rahul,rahul@demo,3133.9,2.0545,0,3,13,0.2699,0,0,0,0,2152,0,genuine,
3eaa2819-596c-4768-b191-d53ef831a54a,2026-09-12T08:38:01.590450,Rahul,rahul@demo,559.66,0.2504,1,1,2,0.1079,0,0,0,0,797,0,genuine,
b851eccd-d350-4d80-9199-f904a762c484,2026-09-11T20:16:01.735251,Rahul,rahul@demo,694.29,0.5023,0,0,4,0.2683,0,0,0,0,2380,0,genuine,
7193bf07-76ce-4aab-ae55-d0db828a3f45,2026-09-10T02:09:01.761714,RewardDesk,rewarddesk@demo,1447.56,0.6001,0,0,5,0.3153,0,0,0,0,993,1,new_mule_fraud,0.9045
7c029500-539e-48e4-a4d1-bbc7af70c212,2026-09-11T03:35:01.542220,Rahul,rahul@demo,1232.25,0.6189,1,3,5,0.4411,0,0,0,0,664,0,genuine,
ce454bc7-416e-4715-9bce-e82e8db177cc,2026-09-10T09:58:01.741342,Neha,neha@demo,1366.42,0.7432,0,0,15,0.1994,0,0,0,0,259,0,genuine,
52075588-f67a-494c-9c98-e129f3e3bca4,2026-09-10T17:27:01.749388,Rahul,rahul@demo,1228.35,1.8633,0,3,15,0.1399,0,0,0,0,755,0,genuine,
06af1912-c88c-400a-9ff4-34e87e21ed34,2026-09-10T01:12:01.528056,Rahul,rahul@demo,309.69,1.9151,0,1,5,0.2558,0,0,0,0,1861,0,genuine,
58cef877-4bcb-49ab-ad0d-bde20f8afa2d,2026-09-11T14:34:01.720239,QuickCash,quickcash@demo,1517.85,0.8742,0,1,4,0.4353,1,0,0,0,1284,0,genuine,
dd33b065-c0cd-4969-8e2c-3bd455f42b10,2026-09-10T00:50:01.755969,Rahul,rahul@demo,252.0,1.6134,0,2,10,0.1339,0,0,0,0,1616,0,genuine,
bda242d3-65ae-4339-89bd-e2f476bebd0a,2026-09-11T02:42:01.654780,Neha,neha@demo,1342.07,1.5436,1,2,3,0.4837,0,1,0,0,2468,0,genuine,
ea0fb155-8e73-408f-9d0a-21c2e62f1969,2026-09-09T16:06:01.674737,QuickCash,quickcash@demo,740.48,1.7012,0,0,15,0.2592,0,0,0,0,204,0,genuine,
da11f533-2ca5-4084-81c9-982f2fb27cf1,2026-09-10T12:02:01.779369,Rahul,rahul@demo,1487.4,0.2855,0,1,9,0.3595,0,0,0,0,498,0,genuine,
876ff49e-17f1-4bc8-8138-74f1d03af21c,2026-09-11T15:45:01.564871,QuickCash,quickcash@demo,1438.9,1.9542,0,2,8,0.4282,0,0,1,0,659,0,genuine,
c3e332ad-dd41-4324-b815-6de14014c9fe,2026-09-11T08:55:01.644063,Neha,neha@demo,2498.9,2.1618,0,2,6,0.2743,0,0,0,0,468,0,genuine,
dcb2c73c-276b-43c4-bb4e-27f7d80de9cd,2026-09-10T05:28:01.687033,Rahul,rahul@demo,2236.44,1.7399,0,1,21,0.1152,0,0,1,0,1215,0,genuine,
23a389db-2d31-4eb5-b292-bcc75cb37c51,2026-09-11T06:32:01.761522,Rahul,rahul@demo,1062.75,2.071,0,0,6,0.542,0,0,0,0,1239,0,genuine,
7c171706-d6c7-4694-95a8-18f7b12ec3f6,2026-09-10T07:34:01.611193,Rahul,rahul@demo,2996.41,1.2079,0,0,17,0.3427,0,0,0,0,1671,1,new_mule_fraud,0.874
45844f8f-150e-4958-ad37-8c6bee0ba617,2026-09-11T16:50:01.633451,RewardDesk,rewarddesk@demo,218.99,1.2057,1,1,21,0.5061,0,0,0,0,1790,0,genuine,
392df3c8-54e6-45fd-81ee-ec50d856c90d,2026-09-10T03:54:01.766184,Neha,neha@demo,643.88,0.4769,0,0,14,0.1847,0,0,0,0,235,0,genuine,
ad865ae6-8117-43f7-aa57-6389a2b27e08,2026-09-11T06:37:01.770874,RewardDesk,rewarddesk@demo,2332.6,0.6387,0,1,9,0.286,0,0,0,0,791,1,new_mule_fraud,0.8902
29b0d3fb-9c4c-431d-a926-c5376ce57e36,2026-09-09T16:38:01.608441,RewardDesk,rewarddesk@demo,2386.13,0.4097,0,3,3,0.3722,0,0,0,0,1995,0,genuine,
8a99e782-7f8c-412b-b964-c99f04b081ae,2026-09-10T11:11:01.759563,Rahul,rahul@demo,884.65,0.8715,0,0,5,0.3619,0,0,0,0,2076,0,genuine,
f4e81b24-c68f-470c-9510-af84f9597973,2026-09-12T08:52:01.614468,Neha,neha@demo,2518.84,0.5345,0,2,15,0.0762,0,0,0,0,2293,0,genuine,
0776fd50-5d07-401d-8c67-8319e92f5549,2026-09-11T13:04:01.608510,Rahul,rahul@demo,1438.78,1.3253,0,1,16,0.3342,0,0,0,0,1262,0,genuine,
780194c1-4a7b-4893-8977-1bbcef88c50d,2026-09-09T19:08:01.700266,Neha,neha@demo,951.76,0.8068,0,2,1,0.3494,0,0,0,0,837,0,genuine,
ea244e65-b4cc-4008-847d-93eb19fed02a,2026-09-11T08:43:01.733966,Rahul,rahul@demo,3441.44,0.2139,0,0,1,0.153,0,0,1,0,880,0,genuine,
a2825799-1789-4598-b793-9a38767d296c,2026-09-12T00:00:01.698926,RewardDesk,rewarddesk@demo,776.03,1.1687,1,3,12,0.2662,1,0,1,0,2057,0,genuine,
bc9c2034-f0cb-4cb6-9624-b4b3a0d2dd75,2026-09-09T19:41:01.581212,RewardDesk,rewarddesk@demo,242.04,1.8326,1,4,9,0.2356,0,0,0,0,798,0,genuine,
54d9c82e-c029-4096-aafb-4e48347cd35e,2026-09-10T14:41:01.771044,RewardDesk,rewarddesk@demo,1268.34,0.8224,0,0,13,0.264,0,0,0,0,477,1,new_mule_fraud,0.8785
2cd3ec47-b284-470e-9349-930d4884ac84,2026-09-10T15:15:01.604144,RewardDesk,rewarddesk@demo,1904.16,1.3612,1,1,8,0.3388,0,0,0,0,1595,0,genuine,
c953e71e-7d0a-4aa7-bd03-acabac2fd338,2026-09-11T04:44:01.605548,Neha,neha@demo,335.91,1.5774,0,0,12,0.4505,0,0,0,0,2209,0,genuine,
db0226b8-e73b-437f-a071-632405faefdf,2026-09-10T08:40:01.580236,Rahul,rahul@demo,38686.57,4.8455,0,5,44,0.9202,1,1,3,1,160,1,old_fraud,
fc392e62-a55b-4b25-b9a4-ef26ce6ad0d3,2026-09-10T10:04:01.731147,RewardDesk,rewarddesk@demo,1845.42,2.1897,0,0,13,0.1518,0,0,0,0,2350,0,genuine,
32ff26c7-f12a-464e-bf03-05adbb74b57d,2026-09-12T02:48:01.681323,RewardDesk,rewarddesk@demo,1258.42,1.598,1,1,7,0.1536,0,0,0,0,339,0,genuine,
7bd65256-ad04-4f4e-aef8-462488025034,2026-09-12T07:27:01.665910,Rahul,rahul@demo,3134.17,0.4567,0,3,17,0.0747,0,0,0,1,1925,0,genuine,
235d7be1-7601-46e1-a004-15c681cc6128,2026-09-10T02:18:01.689431,Rahul,rahul@demo,1162.33,0.6885,0,2,15,0.0713,0,0,0,0,286,0,genuine,
05fc1095-74b7-4a13-a088-6c2d9c5a50a5,2026-09-12T05:24:01.633081,RewardDesk,rewarddesk@demo,2746.78,1.3738,0,2,13,0.0575,0,0,1,0,281,0,genuine,
635901ec-82c5-4fc7-8cec-263d6e0ab7e0,2026-09-10T22:22:01.620376,Rahul,rahul@demo,536.46,0.3641,0,0,24,0.5086,0,0,0,1,1614,0,genuine,
6ad7fa21-ab31-4777-843e-50cc9f040adb,2026-09-10T10:04:01.682528,Neha,neha@demo,1825.11,0.9831,0,2,14,0.2676,0,0,1,0,1915,0,genuine,
e4db9ffb-a29a-4633-91dd-eb2b35327cea,2026-09-11T16:22:01.755140,Rahul,rahul@demo,2143.38,0.9484,0,1,12,0.3753,0,0,0,0,867,0,genuine,
0ab444c1-1716-416f-91fc-eaad90250031,2026-09-11T13:11:01.658387,QuickCash,quickcash@demo,2400.71,1.0265,1,1,11,0.204,0,0,0,0,1375,0,genuine,
f277f026-bf59-4055-b3ef-4fb190c40f31,2026-09-11T03:57:01.745609,RewardDesk,rewarddesk@demo,1520.85,1.0638,1,0,20,0.4973,0,0,0,0,552,1,new_mule_fraud,0.9285
65079028-633a-4db3-a090-e6b2937a7f61,2026-09-09T18:27:01.653500,Rahul,rahul@demo,1133.54,0.2891,0,1,18,0.4403,0,0,0,0,2369,0,genuine,
5eeec640-6167-44b2-a569-ad255378675a,2026-09-10T04:41:01.746272,RewardDesk,rewarddesk@demo,1128.75,1.4876,0,0,14,0.3516,0,0,0,0,1309,1,new_mule_fraud,0.9742
77a4251f-d415-476d-b50b-c514acdc6495,2026-09-12T13:16:01.610511,Rahul,rahul@demo,525.16,0.3674,0,1,24,0.5204,0,0,0,0,1901,0,genuine,
8524209f-db2c-4c05-a22f-ad02a8a1757f,2026-09-09T16:54:01.730917,QuickCash,quickcash@demo,1642.46,0.3948,0,1,10,0.2832,0,0,0,1,727,0,genuine,
24f0e756-727c-4092-a2db-8c33dd0f6d5b,2026-09-10T19:18:01.573000,RewardDesk,rewarddesk@demo,2009.05,1.0514,1,1,10,0.4398,0,0,0,0,615,0,genuine,
d63ee4a1-b531-4d6b-afb9-05e2c7f4a7bc,2026-09-11T00:08:01.739702,Rahul,rahul@demo,2419.95,2.0542,0,2,14,0.2127,0,0,0,0,1860,0,genuine,
051a5948-482d-48c5-b9dc-be20bc9a4b95,2026-09-12T07:04:01.593330,RewardDesk,rewarddesk@demo,1250.35,2.0451,0,1,24,0.359,0,0,1,0,1459,0,genuine,
5e4336c4-63c2-4523-b421-472028c90f96,2026-09-10T00:58:01.695228,Rahul,rahul@demo,852.36,1.3006,0,1,21,0.3357,0,0,1,0,991,0,genuine,
4ebaf973-9e4a-4985-a1be-1fe109e610ae,2026-09-11T08:10:01.708621,Rahul,rahul@demo,1790.21,1.148,0,1,8,0.2611,0,0,0,0,2332,0,genuine,
f4e1c238-6874-43be-acd2-f3a30b899dd0,2026-09-12T11:35:01.654883,RewardDesk,rewarddesk@demo,2151.46,1.6565,0,1,8,0.3448,0,0,0,0,1013,0,genuine,
063b8957-9f6f-45d1-81d4-160caf2a57b1,2026-09-10T10:41:01.653831,RewardDesk,rewarddesk@demo,1766.6,1.3929,1,1,12,0.258,0,0,0,0,452,0,genuine,
36f00e75-2afd-424c-a503-7f8223c04c11,2026-09-10T23:55:01.769946,QuickCash,quickcash@demo,1225.14,1.0742,0,1,5,0.5216,0,0,0,0,309,0,genuine,
bfca059e-1cb3-4bcc-b516-05b7e73b52bd,2026-09-11T23:25:01.763388,Neha,neha@demo,3676.24,0.5869,0,2,16,0.5022,0,0,1,0,313,0,genuine,
729ea7df-a193-4640-9de9-5d0574d56df3,2026-09-11T13:24:01.588615,Rahul,rahul@demo,2432.05,1.9183,1,1,23,0.1071,0,0,0,0,153,0,genuine,
1585532b-f88c-4107-9b12-90c31dd43da1,2026-09-09T18:38:01.666402,Neha,neha@demo,2114.28,0.5107,1,3,11,0.2014,0,0,0,0,764,0,genuine,
a710d8f6-594e-470f-8d1b-ed1086e38248,2026-09-11T01:24:01.595482,RewardDesk,rewarddesk@demo,3857.42,0.9996,0,3,16,0.496,0,0,1,0,916,0,genuine,
04866fa6-4ac6-4ca0-8f15-4227af3d66af,2026-09-11T06:42:01.680198,RewardDesk,rewarddesk@demo,1192.37,1.656,0,3,19,0.3234,0,0,0,0,2186,0,genuine,
2761b4fe-4a34-4b12-a097-72e74e9fb98f,2026-09-11T11:29:01.654128,RewardDesk,rewarddesk@demo,4549.55,1.7343,0,6,11,0.1664,0,0,0,1,105,0,genuine,
c6d20c3c-653c-4f4e-a756-8570788cf9df,2026-09-10T08:02:01.638798,QuickCash,quickcash@demo,1673.83,1.1224,0,4,14,0.0729,0,0,0,0,1508,0,genuine,
03ba6ff5-a90a-45a1-a24d-ff0793ef2f69,2026-09-10T13:48:01.715288,Neha,neha@demo,1344.21,0.5423,1,2,5,0.3279,0,0,0,0,143,0,genuine,
e0675459-b6e2-4cfa-a137-c23678a9e537,2026-09-12T09:42:01.641588,QuickCash,quickcash@demo,1357.62,0.71,0,0,11,0.1422,0,0,0,0,1039,0,genuine,
027207c3-752a-4329-95de-fc2646d5184d,2026-09-10T20:53:01.655856,QuickCash,quickcash@demo,5633.32,1.0339,0,1,10,0.113,0,0,1,0,494,0,genuine,
c185a243-e631-4c69-9f3b-cf75005b65ad,2026-09-10T01:54:01.563255,Neha,neha@demo,400.0,0.4534,0,2,23,0.5463,0,0,0,1,1443,0,genuine,
6a88487a-78f0-4ca6-9b76-027692719f25,2026-09-11T21:47:01.772241,Rahul,rahul@demo,367.79,1.3225,0,1,10,0.1323,0,0,0,0,2429,0,genuine,
bc8221b9-be01-4f16-9334-3f5389c0faf9,2026-09-12T05:13:01.664457,Rahul,rahul@demo,963.38,1.3582,0,1,21,0.4404,0,1,0,0,1260,0,genuine,
e8d5c324-0577-4996-bae3-b6a997df276a,2026-09-12T06:47:01.629239,Rahul,rahul@demo,1022.09,1.3128,0,1,2,0.4585,0,0,0,0,618,0,genuine,
7ea3938d-7984-470f-9734-9dc7427ec44e,2026-09-10T06:46:01.713089,Neha,neha@demo,5777.99,1.563,0,1,24,0.3487,0,0,0,0,911,0,genuine,
13e74477-b126-4960-ac66-e622bd81044b,2026-09-09T23:28:01.610323,RewardDesk,rewarddesk@demo,1580.22,1.2424,0,1,3,0.4672,0,0,0,0,324,0,genuine,
4613aa91-eecd-417a-ac70-1a4f9720d437,2026-09-09T15:35:01.636758,RewardDesk,rewarddesk@demo,457.5,1.0424,0,1,24,0.2865,0,0,0,0,436,0,genuine,
cb100fb7-ecc3-4d1b-8d52-a6f47f4d4e5b,2026-09-12T08:51:01.549514,Rahul,rahul@demo,500.79,1.5054,0,0,24,0.307,0,0,0,0,1962,0,genuine,
bf153913-29b8-447e-8854-e61844c16aa2,2026-09-12T01:29:01.782701,Neha,neha@demo,601.3,0.8265,0,2,18,0.2528,0,0,0,0,1075,0,genuine,
db8e5d15-b01f-4292-8c19-be4ea5a7a6ee,2026-09-12T03:29:01.780925,Rahul,rahul@demo,2434.77,1.1055,0,1,19,0.3288,0,0,0,1,1211,0,genuine,
be831667-4a70-4707-8890-5a93b94a6453,2026-09-09T16:34:01.784474,Neha,neha@demo,16476.86,2.2104,1,5,51,0.9222,4,0,3,0,128,1,old_fraud,
945dd246-088b-4594-9d11-ca2dce52145c,2026-09-09T14:18:01.774371,Neha,neha@demo,862.05,0.2716,0,3,21,0.0532,0,0,0,0,2041,0,genuine,
9793ff04-1bf6-4634-83ac-f268756f1641,2026-09-10T23:44:01.694435,Rahul,rahul@demo,18995.52,2.63,0,5,63,0.9066,3,0,3,1,95,1,old_fraud,
e9528ab7-0e19-4124-9488-5bf4ce36f8f3,2026-09-10T13:17:01.768621,Neha,neha@demo,1144.6,0.3731,0,1,9,0.381,0,0,1,0,1966,0,genuine,
e4795c2b-86c4-4cef-9e70-738b57e8d6f5,2026-09-11T15:45:01.684921,RewardDesk,rewarddesk@demo,3169.9,0.3103,0,0,6,0.3152,0,0,0,0,1148,1,new_mule_fraud,0.9657
b0e1f705-7332-461d-8b56-09f66ea51bc1,2026-09-11T04:48:01.744760,Rahul,rahul@demo,576.27,1.9164,1,0,6,0.4992,0,0,1,0,2090,0,genuine,
ce556c0a-d5b6-4010-ae27-4fd42c5952f8,2026-09-11T12:12:01.608683,Rahul,rahul@demo,44328.45,2.6981,1,3,55,0.9482,1,1,2,1,83,1,old_fraud,
23b35890-e619-4f05-9fbe-66cf2872271e,2026-09-12T01:13:01.779577,Rahul,rahul@demo,2145.91,0.8239,0,0,1,0.3553,0,0,0,0,635,0,genuine,
9ec4a7c9-f3c9-47f9-b361-26b5ec21d039,2026-09-11T15:51:01.635602,QuickCash,quickcash@demo,2257.74,0.9948,0,1,16,0.1341,0,1,0,1,1295,0,genuine,
292245bb-631b-4c31-9cea-991b9952b45f,2026-09-10T02:05:01.566414,Neha,neha@demo,1441.97,1.613,0,2,1,0.2784,1,1,0,0,1910,0,genuine,
141ece0a-f81b-4c93-8e36-5aca7150ec9b,2026-09-10T06:59:01.676992,RewardDesk,rewarddesk@demo,1433.28,0.7001,0,1,13,0.2773,0,0,0,1,379,1,new_mule_fraud,0.9408
d862899e-bfcc-4bef-95d9-c19bd7c5bcb7,2026-09-11T02:45:01.611637,Rahul,rahul@demo,218.08,1.8207,0,2,4,0.4944,0,0,1,0,1947,0,genuine,
bc790d44-ebcd-4a15-855a-1663d6bb32d2,2026-09-10T00:56:01.528601,RewardDesk,rewarddesk@demo,210.89,1.5293,0,2,3,0.3128,0,0,0,0,1265,0,genuine,
d66c6b81-2ac8-4519-a7df-7940fc46f489,2026-09-12T04:18:01.774830,RewardDesk,rewarddesk@demo,1064.65,0.6997,0,5,18,0.2803,0,0,1,0,2181,0,genuine,
b485c175-e0d4-4d6a-8db7-a6ea9e902ec8,2026-09-10T01:00:01.705599,Rahul,rahul@demo,668.74,1.5438,0,1,22,0.0727,0,0,0,0,1401,0,genuine,
aca4299f-d5c6-483b-9247-9be337863f40,2026-09-11T14:24:01.769122,Neha,neha@demo,8811.25,2.7267,1,7,51,0.7587,3,1,1,0,159,1,old_fraud,
e4e1a836-e7f8-4893-a45f-e81636536c2a,2026-09-11T21:20:01.698624,Neha,neha@demo,413.42,0.2874,0,2,22,0.5378,0,1,0,0,2148,0,genuine,
81b09b8e-16a3-4680-888d-6adc21780d81,2026-09-11T16:02:01.564605,Neha,neha@demo,2828.29,2.1069,0,0,8,0.2349,0,0,0,0,2389,0,genuine,
cc2e34ff-c67f-4e39-98c9-3ec12b039b86,2026-09-11T06:26:01.668791,Neha,neha@demo,3392.94,0.4702,0,1,10,0.3578,0,1,0,1,1990,0,genuine,
f751de6d-0257-47c0-bd35-b3f2e75f9920,2026-09-10T16:02:01.639061,Rahul,rahul@demo,1465.2,0.7637,0,2,6,0.4296,1,1,0,0,1147,0,genuine,
5c4a18fd-9108-41ee-9a14-d557640d11ae,2026-09-11T10:57:01.672464,Rahul,rahul@demo,476.88,1.856,1,1,21,0.3099,0,0,0,1,470,0,genuine,
e9c10923-4add-4f77-9947-c685a34e8801,2026-09-11T17:09:01.741772,Rahul,rahul@demo,2993.12,0.3752,0,0,10,0.0776,0,0,0,0,2094,0,genuine,
f1215fd0-7276-4a48-84c2-ef68e9dc68a4,2026-09-11T00:21:01.779263,RewardDesk,rewarddesk@demo,2128.86,1.3024,0,2,19,0.1181,0,0,0,0,1826,0,genuine,
2334de35-58bc-47ca-8003-946e78e09d44,2026-09-09T21:42:01.582845,Neha,neha@demo,1642.98,1.1309,1,1,11,0.0587,0,0,0,0,374,0,genuine,
e95fb6c4-69b5-44eb-8a9b-bbfa8b8b2afa,2026-09-11T20:30:01.706776,Neha,neha@demo,1221.2,2.0305,0,2,4,0.3841,0,0,0,0,979,0,genuine,
